"Name","ID","Class","Entry","Symbol","EC","KO","Description"
"One carbon pool by folate","hsa00670","Metabolism; Metabolism of cofactors and vitamins","25902","MTHFD1L","6.3.4.3","K13402","methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 1-like"
"One carbon pool by folate","hsa00670","Metabolism; Metabolism of cofactors and vitamins","4522","MTHFD1","6.3.4.3 3.5.4.9 1.5.1.5","K00288","methylenetetrahydrofolate dehydrogenase, cyclohydrolase and formyltetrahydrofolate synthetase 1"
"One carbon pool by folate","hsa00670","Metabolism; Metabolism of cofactors and vitamins","10797","MTHFD2","3.5.4.9 1.5.1.15","K13403","methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 2, methenyltetrahydrofolate cyclohydrolase"
"One carbon pool by folate","hsa00670","Metabolism; Metabolism of cofactors and vitamins","441024","MTHFD2L","3.5.4.9 1.5.1.15","K13403","methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 2-like"
"One carbon pool by folate","hsa00670","Metabolism; Metabolism of cofactors and vitamins","6472","SHMT2","2.1.2.1","K00600","serine hydroxymethyltransferase 2"
"One carbon pool by folate","hsa00670","Metabolism; Metabolism of cofactors and vitamins","6470","SHMT1","2.1.2.1","K00600","serine hydroxymethyltransferase 1"
"One carbon pool by folate","hsa00670","Metabolism; Metabolism of cofactors and vitamins","2618","GART","6.3.3.1 2.1.2.2 6.3.4.13","K11787","phosphoribosylglycinamide formyltransferase, phosphoribosylglycinamide synthetase, phosphoribosylaminoimidazole synthetase"
"One carbon pool by folate","hsa00670","Metabolism; Metabolism of cofactors and vitamins","471","ATIC","3.5.4.10 2.1.2.3","K00602","5-aminoimidazole-4-carboxamide ribonucleotide formyltransferase/IMP cyclohydrolase"
"One carbon pool by folate","hsa00670","Metabolism; Metabolism of cofactors and vitamins","10841","FTCD","4.3.1.4 2.1.2.5","K13990","formimidoyltransferase cyclodeaminase"
"One carbon pool by folate","hsa00670","Metabolism; Metabolism of cofactors and vitamins","123263","MTFMT","2.1.2.9","K00604","mitochondrial methionyl-tRNA formyltransferase"
"One carbon pool by folate","hsa00670","Metabolism; Metabolism of cofactors and vitamins","275","AMT","2.1.2.10","K00605","aminomethyltransferase"
"One carbon pool by folate","hsa00670","Metabolism; Metabolism of cofactors and vitamins","4548","MTR","2.1.1.13","K00548","5-methyltetrahydrofolate-homocysteine methyltransferase"
"One carbon pool by folate","hsa00670","Metabolism; Metabolism of cofactors and vitamins","7298","TYMS","2.1.1.45","K00560","thymidylate synthetase"
"One carbon pool by folate","hsa00670","Metabolism; Metabolism of cofactors and vitamins","10840","ALDH1L1","1.5.1.6","K00289","aldehyde dehydrogenase 1 family member L1"
"One carbon pool by folate","hsa00670","Metabolism; Metabolism of cofactors and vitamins","160428","ALDH1L2","1.5.1.6","K00289","aldehyde dehydrogenase 1 family member L2"
"One carbon pool by folate","hsa00670","Metabolism; Metabolism of cofactors and vitamins","4524","MTHFR","1.5.1.20","K00297","methylenetetrahydrofolate reductase"
"One carbon pool by folate","hsa00670","Metabolism; Metabolism of cofactors and vitamins","10588","MTHFS","6.3.3.2","K01934","methenyltetrahydrofolate synthetase"
"One carbon pool by folate","hsa00670","Metabolism; Metabolism of cofactors and vitamins","100528021","ST20-MTHFS","6.3.3.2","K01934","ST20-MTHFS readthrough"
"Thiamine metabolism","hsa00730","Metabolism; Metabolism of cofactors and vitamins","9054","NFS1","2.8.1.7","K04487","NFS1, cysteine desulfurase"
"Thiamine metabolism","hsa00730","Metabolism; Metabolism of cofactors and vitamins","84284","NTPCR","3.6.1.15","K06928","nucleoside-triphosphatase, cancer-related"
"Thiamine metabolism","hsa00730","Metabolism; Metabolism of cofactors and vitamins","249","ALPL","3.1.3.1","K01077","alkaline phosphatase, liver/bone/kidney"
"Thiamine metabolism","hsa00730","Metabolism; Metabolism of cofactors and vitamins","248","ALPI","3.1.3.1","K01077","alkaline phosphatase, intestinal"
"Thiamine metabolism","hsa00730","Metabolism; Metabolism of cofactors and vitamins","250","ALPP","3.1.3.1","K01077","alkaline phosphatase, placental"
"Thiamine metabolism","hsa00730","Metabolism; Metabolism of cofactors and vitamins","251","ALPPL2","3.1.3.1","K01077","alkaline phosphatase, placental like 2"
"Thiamine metabolism","hsa00730","Metabolism; Metabolism of cofactors and vitamins","52","ACP1","3.1.3.48 3.1.3.2","K14394","acid phosphatase 1, soluble"
"Thiamine metabolism","hsa00730","Metabolism; Metabolism of cofactors and vitamins","27010","TPK1","2.7.6.2","K00949","thiamin pyrophosphokinase 1"
"Thiamine metabolism","hsa00730","Metabolism; Metabolism of cofactors and vitamins","122481","AK7","2.7.4.3","K00939","adenylate kinase 7"
"Thiamine metabolism","hsa00730","Metabolism; Metabolism of cofactors and vitamins","205","AK4","2.7.4.3","K00939","adenylate kinase 4"
"Thiamine metabolism","hsa00730","Metabolism; Metabolism of cofactors and vitamins","26289","AK5","2.7.4.3","K00939","adenylate kinase 5"
"Thiamine metabolism","hsa00730","Metabolism; Metabolism of cofactors and vitamins","204","AK2","2.7.4.3","K00939","adenylate kinase 2"
"Thiamine metabolism","hsa00730","Metabolism; Metabolism of cofactors and vitamins","203","AK1","2.7.4.3","K00939","adenylate kinase 1"
"Thiamine metabolism","hsa00730","Metabolism; Metabolism of cofactors and vitamins","390877","adenylate kinase isoenzyme 1-like [KO:K00939] [EC:2.7.4.3]","2.7.4.3","K00939","adenylate kinase isoenzyme 1-like"
"Thiamine metabolism","hsa00730","Metabolism; Metabolism of cofactors and vitamins","158067","AK8","2.7.4.3","K00939","adenylate kinase 8"
"Thiamine metabolism","hsa00730","Metabolism; Metabolism of cofactors and vitamins","79178","THTPA","3.6.1.28","K05307","thiamine triphosphatase"
"Riboflavin metabolism","hsa00740","Metabolism; Metabolism of cofactors and vitamins","55312","RFK","2.7.1.26","K00861","riboflavin kinase"
"Riboflavin metabolism","hsa00740","Metabolism; Metabolism of cofactors and vitamins","54","ACP5","3.1.3.2","K14379","acid phosphatase 5, tartrate resistant"
"Riboflavin metabolism","hsa00740","Metabolism; Metabolism of cofactors and vitamins","52","ACP1","3.1.3.48 3.1.3.2","K14394","acid phosphatase 1, soluble"
"Riboflavin metabolism","hsa00740","Metabolism; Metabolism of cofactors and vitamins","53","ACP2","3.1.3.2","K14410","acid phosphatase 2, lysosomal"
"Riboflavin metabolism","hsa00740","Metabolism; Metabolism of cofactors and vitamins","80308","FLAD1","2.7.7.2","K00953","flavin adenine dinucleotide synthetase 1"
"Riboflavin metabolism","hsa00740","Metabolism; Metabolism of cofactors and vitamins","5167","ENPP1","3.6.1.9 3.1.4.1","K01513","ectonucleotide pyrophosphatase/phosphodiesterase 1"
"Riboflavin metabolism","hsa00740","Metabolism; Metabolism of cofactors and vitamins","5169","ENPP3","3.6.1.9 3.1.4.1","K01513","ectonucleotide pyrophosphatase/phosphodiesterase 3"
"Riboflavin metabolism","hsa00740","Metabolism; Metabolism of cofactors and vitamins","645","BLVRB","1.5.1.30 1.3.1.24","K05901","biliverdin reductase B"
"Vitamin B6 metabolism","hsa00750","Metabolism; Metabolism of cofactors and vitamins","55163","PNPO","1.4.3.5","K00275","pyridoxamine 5'-phosphate oxidase"
"Vitamin B6 metabolism","hsa00750","Metabolism; Metabolism of cofactors and vitamins","8566","PDXK","2.7.1.35","K00868","pyridoxal kinase"
"Vitamin B6 metabolism","hsa00750","Metabolism; Metabolism of cofactors and vitamins","57026","PDXP","3.1.3.74","K07758","pyridoxal phosphatase"
"Vitamin B6 metabolism","hsa00750","Metabolism; Metabolism of cofactors and vitamins","493911","PHOSPHO2","3.1.3.74","K13248","phosphatase, orphan 2"
"Vitamin B6 metabolism","hsa00750","Metabolism; Metabolism of cofactors and vitamins","316","AOX1","1.2.3.1","K00157","aldehyde oxidase 1"
"Vitamin B6 metabolism","hsa00750","Metabolism; Metabolism of cofactors and vitamins","29968","PSAT1","2.6.1.52","K00831","phosphoserine aminotransferase 1"
"Nicotinate and nicotinamide metabolism","hsa00760","Metabolism; Metabolism of cofactors and vitamins","23475","QPRT","2.4.2.19","K00767","quinolinate phosphoribosyltransferase"
"Nicotinate and nicotinamide metabolism","hsa00760","Metabolism; Metabolism of cofactors and vitamins","93100","NAPRT","6.3.4.21","K00763","nicotinate phosphoribosyltransferase"
"Nicotinate and nicotinamide metabolism","hsa00760","Metabolism; Metabolism of cofactors and vitamins","4860","PNP","2.4.2.1","K03783","purine nucleoside phosphorylase"
"Nicotinate and nicotinamide metabolism","hsa00760","Metabolism; Metabolism of cofactors and vitamins","54981","NMRK1","2.7.1.173 2.7.1.22","K10524","nicotinamide riboside kinase 1"
"Nicotinate and nicotinamide metabolism","hsa00760","Metabolism; Metabolism of cofactors and vitamins","27231","NMRK2","2.7.1.173 2.7.1.22","K10524","nicotinamide riboside kinase 2"
"Nicotinate and nicotinamide metabolism","hsa00760","Metabolism; Metabolism of cofactors and vitamins","22978","NT5C2","3.1.3.5","K01081","5'-nucleotidase, cytosolic II"
"Nicotinate and nicotinamide metabolism","hsa00760","Metabolism; Metabolism of cofactors and vitamins","84618","NT5C1A","3.1.3.5","K01081","5'-nucleotidase, cytosolic IA"
"Nicotinate and nicotinamide metabolism","hsa00760","Metabolism; Metabolism of cofactors and vitamins","93034","NT5C1B","3.1.3.5","K01081","5'-nucleotidase, cytosolic IB"
"Nicotinate and nicotinamide metabolism","hsa00760","Metabolism; Metabolism of cofactors and vitamins","30833","NT5C","3.1.3.5","K01081","5', 3'-nucleotidase, cytosolic"
"Nicotinate and nicotinamide metabolism","hsa00760","Metabolism; Metabolism of cofactors and vitamins","56953","NT5M","3.1.3.5","K01081","5',3'-nucleotidase, mitochondrial"
"Nicotinate and nicotinamide metabolism","hsa00760","Metabolism; Metabolism of cofactors and vitamins","51251","NT5C3A","3.1.3.5","K01081","5'-nucleotidase, cytosolic IIIA"
"Nicotinate and nicotinamide metabolism","hsa00760","Metabolism; Metabolism of cofactors and vitamins","115024","NT5C3B","3.1.3.5","K01081","5'-nucleotidase, cytosolic IIIB"
"Nicotinate and nicotinamide metabolism","hsa00760","Metabolism; Metabolism of cofactors and vitamins","100526794","NT5C1B-RDH14","3.1.3.5","K01081","NT5C1B-RDH14 readthrough"
"Nicotinate and nicotinamide metabolism","hsa00760","Metabolism; Metabolism of cofactors and vitamins","4907","NT5E","3.1.3.5","K19970","5'-nucleotidase ecto"
"Nicotinate and nicotinamide metabolism","hsa00760","Metabolism; Metabolism of cofactors and vitamins","349565","NMNAT3","2.7.7.18 2.7.7.1","K06210","nicotinamide nucleotide adenylyltransferase 3"
"Nicotinate and nicotinamide metabolism","hsa00760","Metabolism; Metabolism of cofactors and vitamins","64802","NMNAT1","2.7.7.18 2.7.7.1","K06210","nicotinamide nucleotide adenylyltransferase 1"
"Nicotinate and nicotinamide metabolism","hsa00760","Metabolism; Metabolism of cofactors and vitamins","23057","NMNAT2","2.7.7.18 2.7.7.1","K06210","nicotinamide nucleotide adenylyltransferase 2"
"Nicotinate and nicotinamide metabolism","hsa00760","Metabolism; Metabolism of cofactors and vitamins","5167","ENPP1","3.6.1.9 3.1.4.1","K01513","ectonucleotide pyrophosphatase/phosphodiesterase 1"
"Nicotinate and nicotinamide metabolism","hsa00760","Metabolism; Metabolism of cofactors and vitamins","5169","ENPP3","3.6.1.9 3.1.4.1","K01513","ectonucleotide pyrophosphatase/phosphodiesterase 3"
"Nicotinate and nicotinamide metabolism","hsa00760","Metabolism; Metabolism of cofactors and vitamins","83594","NUDT12","3.6.1.22","K03426","nudix hydrolase 12"
"Nicotinate and nicotinamide metabolism","hsa00760","Metabolism; Metabolism of cofactors and vitamins","55191","NADSYN1","6.3.5.1","K01950","NAD synthetase 1"
"Nicotinate and nicotinamide metabolism","hsa00760","Metabolism; Metabolism of cofactors and vitamins","10135","NAMPT","2.4.2.12","K03462","nicotinamide phosphoribosyltransferase"
"Nicotinate and nicotinamide metabolism","hsa00760","Metabolism; Metabolism of cofactors and vitamins","952","CD38","2.4.99.20 3.2.2.6","K01242","CD38 molecule"
"Nicotinate and nicotinamide metabolism","hsa00760","Metabolism; Metabolism of cofactors and vitamins","683","BST1","2.4.99.20 3.2.2.6","K18152","bone marrow stromal cell antigen 1"
"Nicotinate and nicotinamide metabolism","hsa00760","Metabolism; Metabolism of cofactors and vitamins","65220","NADK","2.7.1.23","K00858","NAD kinase"
"Nicotinate and nicotinamide metabolism","hsa00760","Metabolism; Metabolism of cofactors and vitamins","133686","NADK2","2.7.1.23","K00858","NAD kinase 2, mitochondrial"
"Nicotinate and nicotinamide metabolism","hsa00760","Metabolism; Metabolism of cofactors and vitamins","23530","NNT","1.6.1.2","K00323","nicotinamide nucleotide transhydrogenase"
"Nicotinate and nicotinamide metabolism","hsa00760","Metabolism; Metabolism of cofactors and vitamins","4837","NNMT","2.1.1.1","K00541","nicotinamide N-methyltransferase"
"Nicotinate and nicotinamide metabolism","hsa00760","Metabolism; Metabolism of cofactors and vitamins","316","AOX1","1.2.3.1","K00157","aldehyde oxidase 1"
"Pantothenate and CoA biosynthesis","hsa00770","Metabolism; Metabolism of cofactors and vitamins","53354","PANK1","2.7.1.33","K09680","pantothenate kinase 1"
"Pantothenate and CoA biosynthesis","hsa00770","Metabolism; Metabolism of cofactors and vitamins","55229","PANK4","2.7.1.33","K09680","pantothenate kinase 4"
"Pantothenate and CoA biosynthesis","hsa00770","Metabolism; Metabolism of cofactors and vitamins","79646","PANK3","2.7.1.33","K09680","pantothenate kinase 3"
"Pantothenate and CoA biosynthesis","hsa00770","Metabolism; Metabolism of cofactors and vitamins","80025","PANK2","2.7.1.33","K09680","pantothenate kinase 2"
"Pantothenate and CoA biosynthesis","hsa00770","Metabolism; Metabolism of cofactors and vitamins","79717","PPCS","6.3.2.5","K01922","phosphopantothenoylcysteine synthetase"
"Pantothenate and CoA biosynthesis","hsa00770","Metabolism; Metabolism of cofactors and vitamins","60490","PPCDC","4.1.1.36","K01598","phosphopantothenoylcysteine decarboxylase"
"Pantothenate and CoA biosynthesis","hsa00770","Metabolism; Metabolism of cofactors and vitamins","5167","ENPP1","3.6.1.9 3.1.4.1","K01513","ectonucleotide pyrophosphatase/phosphodiesterase 1"
"Pantothenate and CoA biosynthesis","hsa00770","Metabolism; Metabolism of cofactors and vitamins","5169","ENPP3","3.6.1.9 3.1.4.1","K01513","ectonucleotide pyrophosphatase/phosphodiesterase 3"
"Pantothenate and CoA biosynthesis","hsa00770","Metabolism; Metabolism of cofactors and vitamins","80347","COASY","2.7.1.24 2.7.7.3","K02318","Coenzyme A synthase"
"Pantothenate and CoA biosynthesis","hsa00770","Metabolism; Metabolism of cofactors and vitamins","60496","AASDHPPT","2.7.8.-","K06133","aminoadipate-semialdehyde dehydrogenase-phosphopantetheinyl transferase"
"Pantothenate and CoA biosynthesis","hsa00770","Metabolism; Metabolism of cofactors and vitamins","8876","VNN1","3.5.1.92","K08069","vanin 1"
"Pantothenate and CoA biosynthesis","hsa00770","Metabolism; Metabolism of cofactors and vitamins","8875","VNN2","3.5.1.92","K08069","vanin 2"
"Pantothenate and CoA biosynthesis","hsa00770","Metabolism; Metabolism of cofactors and vitamins","587","BCAT2","2.6.1.42","K00826","branched chain amino acid transaminase 2"
"Pantothenate and CoA biosynthesis","hsa00770","Metabolism; Metabolism of cofactors and vitamins","586","BCAT1","2.6.1.42","K00826","branched chain amino acid transaminase 1"
"Pantothenate and CoA biosynthesis","hsa00770","Metabolism; Metabolism of cofactors and vitamins","1806","DPYD","1.3.1.2","K00207","dihydropyrimidine dehydrogenase"
"Pantothenate and CoA biosynthesis","hsa00770","Metabolism; Metabolism of cofactors and vitamins","1807","DPYS","3.5.2.2","K01464","dihydropyrimidinase"
"Pantothenate and CoA biosynthesis","hsa00770","Metabolism; Metabolism of cofactors and vitamins","51733","UPB1","3.5.1.6","K01431","beta-ureidopropionase 1"
"Pantothenate and CoA biosynthesis","hsa00770","Metabolism; Metabolism of cofactors and vitamins","339896","GADL1","4.1.1.11 4.1.1.29","K18966","glutamate decarboxylase like 1"
"Biotin metabolism","hsa00780","Metabolism; Metabolism of cofactors and vitamins","54995","OXSM","2.3.1.179","K09458","3-oxoacyl-ACP synthase, mitochondrial"
"Biotin metabolism","hsa00780","Metabolism; Metabolism of cofactors and vitamins","3141","HLCS","6.3.4.15 6.3.4.11 6.3.4.10 6.3.4.9","K01942","holocarboxylase synthetase"
"Biotin metabolism","hsa00780","Metabolism; Metabolism of cofactors and vitamins","686","BTD","3.5.1.12","K01435","biotinidase"
"Lipoic acid metabolism","hsa00785","Metabolism; Metabolism of cofactors and vitamins","11019","LIAS","2.8.1.8","K03644","lipoic acid synthetase"
"Lipoic acid metabolism","hsa00785","Metabolism; Metabolism of cofactors and vitamins","387787","LIPT2","2.3.1.181","K03801","lipoyl(octanoyl) transferase 2 (putative)"
"Lipoic acid metabolism","hsa00785","Metabolism; Metabolism of cofactors and vitamins","51601","LIPT1","LIPT1; lipoyltransferase 1 [KO:K10105","K10105","lipoyltransferase 1"
"Folate biosynthesis","hsa00790","Metabolism; Metabolism of cofactors and vitamins","2643","GCH1","3.5.4.16","K01495","GTP cyclohydrolase 1"
"Folate biosynthesis","hsa00790","Metabolism; Metabolism of cofactors and vitamins","249","ALPL","3.1.3.1","K01077","alkaline phosphatase, liver/bone/kidney"
"Folate biosynthesis","hsa00790","Metabolism; Metabolism of cofactors and vitamins","248","ALPI","3.1.3.1","K01077","alkaline phosphatase, intestinal"
"Folate biosynthesis","hsa00790","Metabolism; Metabolism of cofactors and vitamins","250","ALPP","3.1.3.1","K01077","alkaline phosphatase, placental"
"Folate biosynthesis","hsa00790","Metabolism; Metabolism of cofactors and vitamins","251","ALPPL2","3.1.3.1","K01077","alkaline phosphatase, placental like 2"
"Folate biosynthesis","hsa00790","Metabolism; Metabolism of cofactors and vitamins","1719","DHFR","1.5.1.3","K00287","dihydrofolate reductase"
"Folate biosynthesis","hsa00790","Metabolism; Metabolism of cofactors and vitamins","200895","DHFR2","1.5.1.3","K00287","dihydrofolate reductase 2"
"Folate biosynthesis","hsa00790","Metabolism; Metabolism of cofactors and vitamins","2356","FPGS","6.3.2.17","K01930","folylpolyglutamate synthase"
"Folate biosynthesis","hsa00790","Metabolism; Metabolism of cofactors and vitamins","8836","GGH","3.4.19.9","K01307","gamma-glutamyl hydrolase"
"Folate biosynthesis","hsa00790","Metabolism; Metabolism of cofactors and vitamins","5805","PTS","4.1.2.50 4.2.3.12","K01737","6-pyruvoyltetrahydropterin synthase"
"Folate biosynthesis","hsa00790","Metabolism; Metabolism of cofactors and vitamins","6697","SPR","1.1.1.153","K00072","sepiapterin reductase (7,8-dihydrobiopterin:NADP+ oxidoreductase)"
"Folate biosynthesis","hsa00790","Metabolism; Metabolism of cofactors and vitamins","5860","QDPR","1.5.1.34","K00357","quinoid dihydropteridine reductase"
"Folate biosynthesis","hsa00790","Metabolism; Metabolism of cofactors and vitamins","4337","MOCS1","4.6.1.17 4.1.99.22","K20967","molybdenum cofactor synthesis 1"
"Folate biosynthesis","hsa00790","Metabolism; Metabolism of cofactors and vitamins","4338","MOCS2","2.8.1.12","K03635","molybdenum cofactor synthesis 2"
"Folate biosynthesis","hsa00790","Metabolism; Metabolism of cofactors and vitamins","10243","GPHN","2.7.7.75 2.10.1.1","K15376","gephyrin"
"Folate biosynthesis","hsa00790","Metabolism; Metabolism of cofactors and vitamins","55034","MOCOS","2.8.1.9","K15631","molybdenum cofactor sulfurase"
"Retinol metabolism","hsa00830","Metabolism; Metabolism of cofactors and vitamins","53630","BCO1","1.13.11.63","K00515","beta-carotene oxygenase 1"
"Retinol metabolism","hsa00830","Metabolism; Metabolism of cofactors and vitamins","124","ADH1A","1.1.1.1","K13951","alcohol dehydrogenase 1A (class I), alpha polypeptide"
"Retinol metabolism","hsa00830","Metabolism; Metabolism of cofactors and vitamins","125","ADH1B","1.1.1.1","K13951","alcohol dehydrogenase 1B (class I), beta polypeptide"
"Retinol metabolism","hsa00830","Metabolism; Metabolism of cofactors and vitamins","126","ADH1C","1.1.1.1","K13951","alcohol dehydrogenase 1C (class I), gamma polypeptide"
"Retinol metabolism","hsa00830","Metabolism; Metabolism of cofactors and vitamins","131","ADH7","1.1.1.1","K13951","alcohol dehydrogenase 7 (class IV), mu or sigma polypeptide"
"Retinol metabolism","hsa00830","Metabolism; Metabolism of cofactors and vitamins","127","ADH4","1.1.1.1","K13980","alcohol dehydrogenase 4 (class II), pi polypeptide"
"Retinol metabolism","hsa00830","Metabolism; Metabolism of cofactors and vitamins","128","ADH5","1.1.1.1 1.1.1.284","K00121","alcohol dehydrogenase 5 (class III), chi polypeptide"
"Retinol metabolism","hsa00830","Metabolism; Metabolism of cofactors and vitamins","130","ADH6","1.1.1.1","K13952","alcohol dehydrogenase 6 (class V)"
"Retinol metabolism","hsa00830","Metabolism; Metabolism of cofactors and vitamins","9249","DHRS3","1.1.1.300","K11146","dehydrogenase/reductase 3"
"Retinol metabolism","hsa00830","Metabolism; Metabolism of cofactors and vitamins","10901","DHRS4","1.1.-.-","K11147","dehydrogenase/reductase 4"
"Retinol metabolism","hsa00830","Metabolism; Metabolism of cofactors and vitamins","728635","DHRS4L1","1.1.-.-","K11147","dehydrogenase/reductase 4 like 1"
"Retinol metabolism","hsa00830","Metabolism; Metabolism of cofactors and vitamins","317749","DHRS4L2","1.1.-.-","K11148","dehydrogenase/reductase 4 like 2"
"Retinol metabolism","hsa00830","Metabolism; Metabolism of cofactors and vitamins","10170","DHRS9","1.1.-.-","K11149","dehydrogenase/reductase 9"
"Retinol metabolism","hsa00830","Metabolism; Metabolism of cofactors and vitamins","50700","RDH8","1.1.1.-","K11150","retinol dehydrogenase 8 (all-trans)"
"Retinol metabolism","hsa00830","Metabolism; Metabolism of cofactors and vitamins","157506","RDH10","1.1.1.-","K11151","retinol dehydrogenase 10"
"Retinol metabolism","hsa00830","Metabolism; Metabolism of cofactors and vitamins","51109","RDH11","1.1.1.300","K11152","retinol dehydrogenase 11 (all-trans/9-cis/11-cis)"
"Retinol metabolism","hsa00830","Metabolism; Metabolism of cofactors and vitamins","145226","RDH12","1.1.1.300","K11153","retinol dehydrogenase 12 (all-trans/9-cis/11-cis)"
"Retinol metabolism","hsa00830","Metabolism; Metabolism of cofactors and vitamins","8608","RDH16","1.1.1.-","K11154","retinol dehydrogenase 16 (all-trans)"
"Retinol metabolism","hsa00830","Metabolism; Metabolism of cofactors and vitamins","195814","SDR16C5","1.1.1.105","K15734","short chain dehydrogenase/reductase family 16C member 5"
"Retinol metabolism","hsa00830","Metabolism; Metabolism of cofactors and vitamins","8630","HSD17B6","1.1.1.239 1.1.1.105 1.1.1.62","K13369","hydroxysteroid 17-beta dehydrogenase 6"
"Retinol metabolism","hsa00830","Metabolism; Metabolism of cofactors and vitamins","9227","LRAT","2.3.1.135","K00678","lecithin retinol acyltransferase (phosphatidylcholine--retinol O-acyltransferase)"
"Retinol metabolism","hsa00830","Metabolism; Metabolism of cofactors and vitamins","8694","DGAT1","2.3.1.76 2.3.1.75 2.3.1.20","K11155","diacylglycerol O-acyltransferase 1"
"Retinol metabolism","hsa00830","Metabolism; Metabolism of cofactors and vitamins","158835","AWAT2","2.3.1.76 2.3.1.75","K11156","acyl-CoA wax alcohol acyltransferase 2"
"Retinol metabolism","hsa00830","Metabolism; Metabolism of cofactors and vitamins","8228","PNPLA4","3.1.1.-","K11157","patatin like phospholipase domain containing 4"
"Retinol metabolism","hsa00830","Metabolism; Metabolism of cofactors and vitamins","6121","RPE65","3.1.1.64","K11158","RPE65, retinoid isomerohydrolase"
"Retinol metabolism","hsa00830","Metabolism; Metabolism of cofactors and vitamins","5959","RDH5","1.1.1.315","K00061","retinol dehydrogenase 5"
"Retinol metabolism","hsa00830","Metabolism; Metabolism of cofactors and vitamins","316","AOX1","1.2.3.1","K00157","aldehyde oxidase 1"
"Retinol metabolism","hsa00830","Metabolism; Metabolism of cofactors and vitamins","8854","ALDH1A2","1.2.1.36","K07249","aldehyde dehydrogenase 1 family member A2"
"Retinol metabolism","hsa00830","Metabolism; Metabolism of cofactors and vitamins","216","ALDH1A1","1.2.1.36","K07249","aldehyde dehydrogenase 1 family member A1"
"Retinol metabolism","hsa00830","Metabolism; Metabolism of cofactors and vitamins","1592","CYP26A1","CYP26A1; cytochrome P450 family 26 subfamily A member 1 [KO:K07437","K07437","cytochrome P450 family 26 subfamily A member 1"
"Retinol metabolism","hsa00830","Metabolism; Metabolism of cofactors and vitamins","56603","CYP26B1","CYP26B1; cytochrome P450 family 26 subfamily B member 1 [KO:K12664","K12664","cytochrome P450 family 26 subfamily B member 1"
"Retinol metabolism","hsa00830","Metabolism; Metabolism of cofactors and vitamins","340665","CYP26C1","CYP26C1; cytochrome P450 family 26 subfamily C member 1 [KO:K12665","K12665","cytochrome P450 family 26 subfamily C member 1"
"Retinol metabolism","hsa00830","Metabolism; Metabolism of cofactors and vitamins","1543","CYP1A1","1.14.14.1","K07408","cytochrome P450 family 1 subfamily A member 1"
"Retinol metabolism","hsa00830","Metabolism; Metabolism of cofactors and vitamins","1544","CYP1A2","1.14.14.1","K07409","cytochrome P450 family 1 subfamily A member 2"
"Retinol metabolism","hsa00830","Metabolism; Metabolism of cofactors and vitamins","1548","CYP2A6","1.14.13.-","K17683","cytochrome P450 family 2 subfamily A member 6"
"Retinol metabolism","hsa00830","Metabolism; Metabolism of cofactors and vitamins","1555","CYP2B6","1.14.13.-","K17709","cytochrome P450 family 2 subfamily B member 6"
"Retinol metabolism","hsa00830","Metabolism; Metabolism of cofactors and vitamins","1558","CYP2C8","1.14.14.1","K17718","cytochrome P450 family 2 subfamily C member 8"
"Retinol metabolism","hsa00830","Metabolism; Metabolism of cofactors and vitamins","1559","CYP2C9","1.14.13.- 1.14.13.80 1.14.13.49 1.14.13.48","K17719","cytochrome P450 family 2 subfamily C member 9"
"Retinol metabolism","hsa00830","Metabolism; Metabolism of cofactors and vitamins","1562","CYP2C18","1.14.14.1","K17720","cytochrome P450 family 2 subfamily C member 18"
"Retinol metabolism","hsa00830","Metabolism; Metabolism of cofactors and vitamins","29785","CYP2S1","1.14.14.1","K07420","cytochrome P450 family 2 subfamily S member 1"
"Retinol metabolism","hsa00830","Metabolism; Metabolism of cofactors and vitamins","1576","CYP3A4","1.14.13.- 1.14.13.157 1.14.13.97 1.14.13.67 1.14.13.32","K17689","cytochrome P450 family 3 subfamily A member 4"
"Retinol metabolism","hsa00830","Metabolism; Metabolism of cofactors and vitamins","1577","CYP3A5","1.14.14.1","K17690","cytochrome P450 family 3 subfamily A member 5"
"Retinol metabolism","hsa00830","Metabolism; Metabolism of cofactors and vitamins","1551","CYP3A7","1.14.14.1","K17691","cytochrome P450 family 3 subfamily A member 7"
"Retinol metabolism","hsa00830","Metabolism; Metabolism of cofactors and vitamins","100861540","CYP3A7-CYP3A51P","1.14.14.1","K17691","CYP3A7-CYP3A51P readthrough"
"Retinol metabolism","hsa00830","Metabolism; Metabolism of cofactors and vitamins","1579","CYP4A11","1.14.15.3","K17687","cytochrome P450 family 4 subfamily A member 11"
"Retinol metabolism","hsa00830","Metabolism; Metabolism of cofactors and vitamins","10941","UGT2A1","2.4.1.17","K00699","UDP glucuronosyltransferase family 2 member A1 complex locus"
"Retinol metabolism","hsa00830","Metabolism; Metabolism of cofactors and vitamins","79799","UGT2A3","2.4.1.17","K00699","UDP glucuronosyltransferase family 2 member A3"
"Retinol metabolism","hsa00830","Metabolism; Metabolism of cofactors and vitamins","7367","UGT2B17","2.4.1.17","K00699","UDP glucuronosyltransferase family 2 member B17"
"Retinol metabolism","hsa00830","Metabolism; Metabolism of cofactors and vitamins","10720","UGT2B11","2.4.1.17","K00699","UDP glucuronosyltransferase family 2 member B11"
